회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
트라이써클,034010,2000-04-27,-,-,일반 교습 학원,0,0,0,0,0,0,0,0,0
SG&G,040610,2000-04-27,2021,12월,기타 운송관련 서비스업,"156,590,058","51,439,758","105,150,300","35,748,783",-11,"-531,159",-158,"-2,010,575",-125
에스엠,041510,2000-04-27,2021,12월,오디오물 출판 및 원판 녹음업,"705,293,286","253,255,558","452,037,728","417,155,191",37,"74,078,921",104,"60,970,094",302
에스넷,038680,2000-04-27,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","166,980,403","116,705,094","50,275,309","181,749,063",-10,"-1,812,779",-184,"-8,945,557",-282
이수세라믹,032180,2000-04-18,-,-,,0,0,0,0,0,0,0,0,0
쌍용정보통신,010280,2000-04-14,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","133,100,106","86,977,901","46,122,206","205,196,731",117,"5,369,344",139,"205,921",101
무한투자,034510,2000-04-14,-,-,신탁업 및 집합투자업,0,0,0,0,0,0,0,0,0
쎄니트,037760,2000-04-07,2021,12월,1차 철강 제조업,"119,146,755","50,877,583","68,269,173","79,633,260",45,"4,030,301",318,"5,337,813",-10
대성미생물,036480,2000-04-04,2021,12월,의약품 제조업,"62,620,090","25,616,477","37,003,613","23,997,252",-3,"337,106",-84,"865,917",-43
아이텍스필,008030,2000-04-04,-,-,,0,0,0,0,0,0,0,0,0
에코플라스틱,038110,2000-03-23,2021,12월,자동차 신품 부품 제조업,"416,267,422","258,670,900","157,596,522","932,302,116",9,"12,759,975",73,"11,289,701",95
케이엠더블유,032500,2000-03-21,2021,12월,통신 및 방송 장비 제조업,"339,495,467","92,329,387","247,166,080","147,964,324",-54,"-24,919,415",-173,"-1,912,950",-107
유니텍전자,039040,2000-03-21,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
씨앤케이인터,039530,2000-03-21,-,-,1차 비철금속 제조업,0,0,0,0,0,0,0,0,0
화성밸브,039610,2000-03-16,2021,12월,일반 목적용 기계 제조업,"105,271,612","27,560,021","77,711,591","71,961,904",22,"2,626,030",47,"2,388,372",92
마인,039500,2000-03-16,-,-,,0,0,0,0,0,0,0,0,0
경남스틸,039240,2000-03-07,2021,12월,1차 철강 제조업,"162,028,047","69,317,258","92,710,789","342,291,291",15,"6,897,980",30,"6,129,868",105
디지텔,037740,2000-03-03,-,-,,0,0,0,0,0,0,0,0,0
화인썬트로닉스,038520,2000-03-03,-,-,,0,0,0,0,0,0,0,0,0
시스컴,037280,2000-02-29,-,-,,0,0,0,0,0,0,0,0,0
마크로젠,038290,2000-02-22,2021,12월,"그외 기타 전문, 과학 및 기술 서비스업","225,015,810","72,536,219","152,479,591","100,085,517",10,"7,184,483",84,"16,322,846",473
희림,037440,2000-02-03,2021,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","171,794,494","111,182,591","60,611,903","211,829,417",4,"8,031,063",-16,"5,444,199",3
레드캡투어,038390,2000-02-01,2021,12월,여행사 및 기타 여행보조 서비스업,"487,957,327","310,396,576","177,560,751","222,836,190",0,"20,448,493",1,"12,022,670",7
에이원마이크로,037380,2000-01-27,-,-,가정용 기기 제조업,0,0,0,0,0,0,0,0,0
헤쎄나,036270,2000-01-20,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
GS홈쇼핑,028150,2000-01-20,-,-,텔레비전 방송업,0,0,0,0,0,0,0,0,0
코맥스,036690,2000-01-18,2021,12월,통신 및 방송 장비 제조업,"114,860,610","60,699,072","54,161,538","140,587,698",8,"-12,354,528",-458,"-14,172,717",-674
에프에스티,036810,2000-01-18,2021,12월,전자부품 제조업,"282,026,233","94,406,912","187,619,320","209,076,079",28,"30,048,130",28,"24,493,069",40
솔브레인홀딩스,036830,2000-01-18,2021,12월,회사 본부 및 경영 컨설팅 서비스업,"1,075,396,819","73,137,186","1,002,259,633","18,896,960",-15,"4,940,899",-52,"2,936,266",-99
그로웰텔레콤,035780,2000-01-13,-,-,,0,0,0,0,0,0,0,0,0
아이엠아이티,038100,2000-01-13,-,-,,0,0,0,0,0,0,0,0,0
제일테크노스,038010,2000-01-11,2021,12월,"구조용 금속제품, 탱크 및 증기발생기 제조업","155,743,018","86,410,447","69,332,571","175,959,011",33,"837,934",128,"953,394",121
지니웍스,036600,2000-01-11,-,-,,0,0,0,0,0,0,0,0,0
택산아이엔씨,036900,2000-01-11,-,-,,0,0,0,0,0,0,0,0,0
감성코퍼레이션,036620,2000-01-11,2021,12월,기타 전문 도매업,"44,646,890","15,517,289","29,129,600","48,936,590",348,"1,160,109",136,"281,384",-73
EG,037370,2000-01-11,2021,12월,토목 건설업,"83,463,693","23,695,314","59,768,379","89,909,375",113,"7,221,042",316,"4,750,860",308
성도이엔지,037350,2000-01-11,2021,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","331,014,460","139,559,216","191,455,244","418,118,717",23,"18,858,506",367,"19,793,504",-71
한세예스24홀딩스,016450,2000-01-06,2021,12월,봉제의복 제조업,"181,622,635","74,504,471","107,118,165","19,205,964",-2,"13,045,227",-8,"15,778,120",33
티엘씨레저,014590,2000-01-06,-,-,유원지 및 기타 오락관련 서비스업,0,0,0,0,0,0,0,0,0
파세코,037070,2000-01-04,2021,12월,가정용 기기 제조업,"141,881,713","40,512,416","101,369,297","227,184,948",14,"22,863,944",35,"19,085,943",34
무림SP,001810,2000-01-04,2021,12월,"펄프, 종이 및 판지 제조업","274,119,947","89,665,425","184,454,522","131,306,816",5,"5,669,621",-11,"4,939,663",-8
세종텔레콤,036630,2000-01-04,2021,12월,전기 통신업,"497,920,514","114,641,178","383,279,336","226,203,201",-10,"-8,889,196",-830,"32,433,545",81
심텍홀딩스,036710,2000-01-04,2021,12월,통신 및 방송 장비 제조업,"212,308,664","40,207,065","172,101,600","9,583,355",125,"607,851",62,"9,848,584",-46
SGC이테크건설,016250,1999-12-28,2021,12월,건물 건설업,"586,780,067","379,798,252","206,981,815","1,305,353,901",15,"69,539,361",466,"60,448,605",-61
다산씨앤아이,037200,1999-12-28,-,-,,0,0,0,0,0,0,0,0,0
영풍정밀,036560,1999-12-28,2021,12월,일반 목적용 기계 제조업,"378,311,424","58,462,308","319,849,117","78,742,909",-13,"8,533,482",-17,"11,755,080",-11
서희건설,035890,1999-12-24,2021,12월,건물 건설업,"1,338,590,317","635,872,865","702,717,453","1,305,566,781",3,"210,637,716",17,"169,912,813",34
성진산업,037650,1999-12-24,-,-,,0,0,0,0,0,0,0,0,0
CJ인터넷,037150,1999-12-24,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
히스토스템,036840,1999-12-24,-,-,자연과학 및 공학 연구개발업,0,0,0,0,0,0,0,0,0
지에스엔텍,037640,1999-12-24,-,-,,0,0,0,0,0,0,0,0,0
에스비엠,037630,1999-12-24,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
토자이홀딩스,037700,1999-12-24,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
씨모스,037600,1999-12-24,-,-,,0,0,0,0,0,0,0,0,0
케이티알파,036030,1999-12-24,2021,12월,상품 중개업,"391,552,507","173,340,134","218,212,373","471,476,715",35,"4,183,816",-64,"-8,913,079",-112
주성엔지니어링,036930,1999-12-24,2021,12월,특수 목적용 기계 제조업,"711,112,341","343,001,002","368,111,339","377,019,960",218,"102,031,688",497,"144,925,442","2,616"
대성홀딩스,016710,1999-12-22,2021,12월,회사 본부 및 경영 컨설팅 서비스업,"373,572,629","125,070,462","248,502,167","18,738,676",-48,"8,622,368",-66,"6,236,138",-64
동진쎄미켐,005290,1999-12-21,2021,12월,기초 화학물질 제조업,"914,940,022","460,237,095","454,702,928","793,730,799",16,"91,452,036",8,"78,378,341",22
드림라인,035430,1999-12-21,-,-,,0,0,0,0,0,0,0,0,0
네스테크,037540,1999-12-21,-,-,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외",0,0,0,0,0,0,0,0,0
한통엠닷컴,030700,1999-12-21,-,-,,0,0,0,0,0,0,0,0,0
넷컴스토리지,037010,1999-12-21,-,-,,0,0,0,0,0,0,0,0,0
뉴켐진스템셀,036280,1999-12-21,-,-,종합 소매업,0,0,0,0,0,0,0,0,0
지앤에스티,036920,1999-12-21,-,-,상품 중개업,0,0,0,0,0,0,0,0,0
케이알,035950,1999-12-21,-,-,"구조용 금속제품, 탱크 및 증기발생기 제조업",0,0,0,0,0,0,0,0,0
코리아링크,037410,1999-12-21,-,-,,0,0,0,0,0,0,0,0,0
선광,003100,1999-12-21,2021,12월,기타 운송관련 서비스업,"442,814,761","103,135,241","339,679,520","84,886,790",9,"23,002,346",14,"18,968,698",104
다우데이타,032190,1999-12-21,2021,12월,기계장비 및 관련 물품 도매업,"479,376,179","292,941,701","186,434,478","217,171,843",8,"10,344,458",0,"24,471,358",78
제이에스티나,026040,1999-12-21,2021,12월,귀금속 및 장신용품 제조업,"76,885,587","16,156,590","60,728,996","67,240,988",12,"1,689,045",112,"29,617,580",314
한국팩키지,037230,1999-12-21,2021,12월,"골판지, 종이 상자 및 종이용기 제조업","181,954,585","104,219,205","77,735,379","56,223,518",0,"-2,104,043",-204,"-504,443",-121
클라우드에어,036170,1999-12-21,2021,12월,반도체 제조업,"107,946,904","2,834,819","105,112,085","15,173,822",12,"907,939",282,"1,892,044",116
지더블유바이텍,036180,1999-12-21,2021,12월,기계장비 및 관련 물품 도매업,"38,812,182","19,079,504","19,732,678","52,573,686",0,"-1,803,547","-2,221","-5,000,788",-19
삼지전자,037460,1999-12-16,2021,12월,통신 및 방송 장비 제조업,"215,208,127","65,176,811","150,031,316","43,563,911",-42,"-934,548",-116,"7,704,709",-28
자강,036790,1999-12-16,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
우리엔터프라이즈,037400,1999-12-16,2021,12월,상품 종합 도매업,"143,318,415","22,726,262","120,592,153","26,672,883",3,"1,470,685",9,"9,075,019",-60
한국가스공사,036460,1999-12-15,2021,12월,연료용 가스 제조 및 배관공급업,"41,031,612,568","33,606,011,276","7,425,601,291","26,156,771,521",30,"1,001,846,301",5,"594,481,644",735
대원제약,003220,1999-12-15,2021,12월,의약품 제조업,"399,113,228","183,201,639","215,911,589","339,075,956",10,"20,698,483",-18,"6,729,600",-61
네패스,033640,1999-12-14,2021,12월,반도체 제조업,"461,135,680","228,948,033","232,187,648","345,459,277",28,"18,048,486",8,"19,207,702",3
씨엘인터내셔널,037340,1999-12-14,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
평안물산,037240,1999-12-14,-,-,반도체 제조업,0,0,0,0,0,0,0,0,0
SK머티리얼즈,036490,1999-12-14,-,-,기초 화학물질 제조업,0,0,0,0,0,0,0,0,0
에스에스컴텍,036500,1999-12-14,-,-,기초 화학물질 제조업,0,0,0,0,0,0,0,0,0
인지디스플레,037330,1999-12-14,2021,12월,전자부품 제조업,"319,150,549","182,603,224","136,547,325","258,567,486",-4,"-4,800,517",-204,"453,965",-93
유성티엔에스,024800,1999-12-10,2021,12월,육상 여객 운송업,"309,606,244","151,284,135","158,322,109","215,313,240",-11,"1,132,402",-58,"-18,755,937","-1,178"
KNS홀딩스,036760,1999-12-10,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
BET,036820,1999-12-10,-,-,,0,0,0,0,0,0,0,0,0
이매진아시아,036260,1999-12-10,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
위지트,036090,1999-12-10,2021,12월,특수 목적용 기계 제조업,"114,717,497","23,909,139","90,808,358","30,803,870",4,"848,012",258,"16,790,286",368
유니셈,036200,1999-12-10,2021,12월,특수 목적용 기계 제조업,"229,040,375","48,504,607","180,535,768","290,067,971",37,"43,178,832",31,"36,666,225",69
코리아나,027050,1999-12-10,2021,12월,기타 화학제품 제조업,"110,027,942","26,598,840","83,429,103","70,392,620",-4,"487,037",121,"3,309,574",878
골드앤에스,035290,1999-12-07,2021,12월,"서적, 잡지 및 기타 인쇄물 출판업","26,144,813","10,878,378","15,266,435","13,506,639",226,"1,355,619",160,"770,698",-52
글로웍스,034600,1999-12-07,-,-,부동산 임대 및 공급업,0,0,0,0,0,0,0,0,0
맥시스템,036880,1999-12-07,-,-,,0,0,0,0,0,0,0,0,0
지디코프,036610,1999-12-07,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
대흥멀티통신,037250,1999-12-07,-,-,,0,0,0,0,0,0,0,0,0
SCI평가정보,036120,1999-12-07,2021,12월,기타 정보 서비스업,"38,836,673","8,250,865","30,585,807","46,674,037",-1,"9,603,841",22,"5,225,542",-10
서울전자통신,027040,1999-12-03,2021,12월,기계장비 및 관련 물품 도매업,"139,657,178","49,193,379","90,463,798","39,014,802",16,"2,069,280",256,"112,956",103
메카포럼,035830,1999-12-03,-,-,창작 및 예술관련 서비스업,0,0,0,0,0,0,0,0,0
한아시스템,036020,1999-12-03,-,-,,0,0,0,0,0,0,0,0,0
한국파트너스,019560,1999-12-03,-,-,,0,0,0,0,0,0,0,0,0
바이오시스,035960,1999-12-03,-,-,,0,0,0,0,0,0,0,0,0
예림당,036000,1999-11-30,2021,12월,"서적, 잡지 및 기타 인쇄물 출판업","118,984,873","3,418,607","115,566,266","15,868,262",-5,"2,101,448",-40,"2,671,902",-2
대성창투,027830,1999-11-30,2021,12월,신탁업 및 집합투자업,"62,557,016","3,698,559","58,858,457","21,876,151",92,"9,530,661",572,"7,637,570",476
미래아이앤지,007120,1999-11-26,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","99,668,333","28,587,956","71,080,377","7,807,922",35,"899,375",31,"-18,081,303",-192
넥스텔,037220,1999-11-25,-,-,,0,0,0,0,0,0,0,0,0
나리지*온,036850,1999-11-25,-,-,반도체 제조업,0,0,0,0,0,0,0,0,0
이지홀딩스,035810,1999-11-23,2021,12월,동물용 사료 및 조제식품 제조업,"518,563,144","181,545,419","337,017,725","99,221,425",74,"11,567,594",29,"3,656,963",-94
핸디소프트,032380,1999-11-23,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
현대멀티캡,035910,1999-11-23,-,-,,0,0,0,0,0,0,0,0,0
CJ ENM,035760,1999-11-23,2021,12월,텔레비전 방송업,"6,032,346,375","2,705,174,227","3,327,172,148","2,841,634,431",4,"323,156,071",29,"203,785,536",21
기산텔레콤,035460,1999-11-18,2021,12월,통신 및 방송 장비 제조업,"36,649,803","9,159,315","27,490,489","18,129,277",-32,"-3,302,348",-183,"-2,534,923",-68
한신코퍼,037120,1999-11-18,-,-,,0,0,0,0,0,0,0,0,0
기라정보통신,019930,1999-11-18,-,-,,0,0,0,0,0,0,0,0,0
제이테크놀로지,035480,1999-11-18,-,-,유원지 및 기타 오락관련 서비스업,0,0,0,0,0,0,0,0,0
화천기공,000850,1999-11-18,2021,12월,특수 목적용 기계 제조업,"384,068,900","98,187,493","285,881,407","178,967,550",33,"3,475,807",332,"7,201,901",116
태산엘시디,036210,1999-11-16,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
한와이어리스,037020,1999-11-16,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
대웅바이오,016890,1999-11-16,-,-,의약품 제조업,0,0,0,0,0,0,0,0,0
CL,035710,1999-11-11,-,-,무점포 소매업,0,0,0,0,0,0,0,0,0
지아이바이오,035450,1999-11-11,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
세원텔레콤,036910,1999-11-11,-,-,,0,0,0,0,0,0,0,0,0
팜스코,036580,1999-10-25,2021,12월,"곡물가공품, 전분 및 전분제품 제조업","855,524,538","545,284,404","310,240,135","1,322,927,818",13,"30,332,309",-7,"-4,749,540",-150
케이티앤지,033780,1999-10-08,2021,12월,담배 제조업,"9,781,651,431","1,781,536,356","8,000,115,075","3,490,455,808",1,"1,083,423,988",-19,"852,944,175",-20
티브로드도봉강북방송,035210,1999-08-27,-,-,텔레비전 방송업,0,0,0,0,0,0,0,0,0
브이에스에스티,035400,1999-08-27,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
한국조선해양,009540,1999-08-24,2021,12월,선박 및 보트 건조업,"11,109,138,358","332,122,430","10,777,015,928","195,837,510",13,"15,051,321",140,"196,420,840",152
디씨엠,024090,1999-08-18,2021,12월,1차 철강 제조업,"286,895,606","51,347,298","235,548,308","250,829,060",51,"34,887,867",137,"50,754,930",154
시공테크,020710,1999-08-13,2021,12월,전문디자인업,"129,222,211","35,650,070","93,572,140","84,679,101",-12,"-1,010,785",-122,"2,271,292",-41
청람디지탈,035270,1999-08-13,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
삼성투신증권,022060,1999-08-13,-,-,,0,0,0,0,0,0,0,0,0
신일제약,012790,1999-08-13,2021,12월,의약품 제조업,"128,973,567","15,777,446","113,196,121","61,754,169",0,"7,981,820",17,"6,678,822",-11
바른손이앤에이,035620,1999-08-13,2021,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","148,613,444","27,365,693","121,247,751","8,330,590",-27,"1,069,614",164,"3,045,517",57
솔본,035610,1999-08-13,2021,12월,회사 본부 및 경영 컨설팅 서비스업,"170,993,554","3,253,442","167,740,111","3,324,120",-6,"1,374,894",16,"18,012,262","1,872"
조아제약,034940,1999-08-13,2021,12월,의약품 제조업,"78,733,451","27,958,535","50,774,916","56,532,082",-11,"-7,176,836",-775,"-9,357,453","-1,403"
대한유화,006650,1999-08-11,2021,12월,기초 화학물질 제조업,"2,316,879,619","373,185,595","1,943,694,024","2,493,254,018",33,"177,487,314",5,"140,903,411",18
지투알,035000,1999-08-11,2021,12월,회사 본부 및 경영 컨설팅 서비스업,"96,433,589","15,101,229","81,332,361","19,338,018",-39,"1,018,776",-94,"3,423,740",72
AK홀딩스,006840,1999-08-11,2021,12월,기타 금융업,"769,013,515","231,709,514","537,304,001","51,865,248",14,"37,303,133",18,"25,734,537",173
체시스,033250,1999-08-11,2021,06월,자동차 신품 부품 제조업,"73,002,449","40,070,188","32,932,261","35,315,843",-3,"185,390",104,"-1,262,438",70
백산,035150,1999-08-11,2021,12월,플라스틱제품 제조업,"255,196,526","101,731,295","153,465,231","204,459,409",0,"27,772,747",28,"14,233,363",201
인성정보,033230,1999-07-30,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","114,847,093","42,250,405","72,596,687","107,008,799",1,"195,762",182,"1,252,645",119
써니트렌드,035500,1999-07-16,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
그래디언트,035080,1999-07-05,2021,12월,무점포 소매업,"606,037,452","273,987,259","332,050,192","15,157,574",26,"10,434,962",35,"-17,403,174","-2,258"
동국산업,005160,1999-06-25,2021,12월,1차 철강 제조업,"523,746,384","121,260,722","402,485,662","348,629,736",25,"16,255,477",110,"19,208,750",178
디씨씨,034750,1999-06-11,-,-,텔레비전 방송업,0,0,0,0,0,0,0,0,0
동성하이켐,013450,1999-06-11,-,-,기초 화학물질 제조업,0,0,0,0,0,0,0,0,0
소예,035010,1999-06-11,-,-,기타 전문 도매업,0,0,0,0,0,0,0,0,0
매일홀딩스,005990,1999-05-14,2021,12월,낙농제품 및 식용빙과류 제조업,"356,110,943","10,104,759","346,006,185","13,722,414",-1,"905,244",-71,"22,813,445",290
제넥셀,034660,1999-05-14,-,-,의료용 기기 제조업,0,0,0,0,0,0,0,0,0
올에버,034970,1999-05-14,-,-,,0,0,0,0,0,0,0,0,0
해성산업,034810,1999-04-16,2021,12월,기타 금융업,"919,716,402","215,836,716","703,879,686","23,747,851",-85,"6,430,348",-20,"24,780,398",-92
자화전자,033240,1999-01-06,2021,12월,전자부품 제조업,"419,071,823","134,496,722","284,575,101","294,302,594",18,"15,795,131",244,"12,344,050",378
케이티,030200,1998-12-23,2021,12월,전기 통신업,"29,362,369,000","15,497,475,000","13,864,894,000","18,387,434,000",2,"1,068,273,000",21,"990,491,000",48
SK브로드밴드,033630,1998-11-12,-,-,전기 통신업,0,0,0,0,0,0,0,0,0
하이트론씨스템즈,019490,1998-11-04,2021,12월,영상 및 음향기기 제조업,"47,438,063","26,722,597","20,715,466","27,476,054",0,"-14,950,614",23,"-13,370,992",37
